Id;Role;Name;Squad;Price;MyRating;Mate;Regularness;FVM;Pg22_23;Mv22_23;Mf22_23;Pg21_22;Mv21_22;Mf21_22;Pg20_21;Mv20_21;Mf20_21;Pg19_20;Mv19_20;Mf19_20;Pg18_19;Mv18_19;Mf18_19
6216;C;Mboula;Verona;9;2.0;;3;12;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4342;C;Duda;Verona;8;1.4;;5;14;14;5.82;5.68;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5499;C;Hongla;Verona;5;1.0;;5;4;8;5.69;5.44;13;5.77;5.88;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6458;C;Serdar;Verona;5;1.0;;2;7;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6480;C;Tchatchoua;Verona;4;1.0;;2;5;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6252;C;Folorunsho;Verona;3;2.0;Lazovic;3;12;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6486;C;Suslov;Verona;3;1.0;;1;5;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5947;C;Hrustic;Verona;2;1.0;;1;4;5;5.4;5.4;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6254;C;Joselito;Verona;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6145;A;Ngonge;Verona;14;3.0;;4;50;13;6.04;6.73;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5529;A;Henry;Verona;11;1.9;;2;6;15;5.9;6.17;32;6.0;6.69;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5471;A;Djuric;Verona;10;1.8;Bonazzoli;4;10;24;5.98;6.06;32;6.05;6.55;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
505;A;Bonazzoli;Verona;8;2.3;Djuric;3;8;21;6.0;6.36;31;6.23;7.1;22;5.97;6.53;19;6.22;7.19;0;0.0;0.0
5395;A;Braaf;Verona;1;1.0;;1;1;6;5.58;5.5;0;0.0;0.0;4;6.17;7.17;0;0.0;0.0;0;0.0;0.0
5439;A;Kallon;Verona;1;1.0;;1;2;22;5.84;6.0;13;5.88;5.85;1;6.5;6.5;0;0.0;0.0;0;0.0;0.0
